transaction_date,amount,notes,customer_id,transaction_type,id,created_date,updated_date,created_by_id,created_by,is_sample
"2026-03-19","250","","6966a020856dec24309cc7fb","Credit","69bbc11d2be1c27919114198","2026-03-19T09:25:49.995000","2026-03-19T09:25:49.995000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-19","250","superior","6964ea7704e16f90eca14549","Credit","69bbbab849c77502a56ca80a","2026-03-19T08:58:32.665000","2026-03-19T09:03:49.041000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-19","250","imenti","6964ea7704e16f90eca14549","Credit","69bbbaad94593fcdbec6638e","2026-03-19T08:58:21.039000","2026-03-19T09:03:58.676000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-19","200","","69bb9c60f7623789748b9dd6","Paid","69bb9c661c48785f2002ff18","2026-03-19T06:49:10.134000","2026-03-19T09:19:12.463000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-19","200","","696619176740e4333a50aa3f","Paid","69bb9ba907c62c0dbd3eab8a","2026-03-19T06:46:01.120000","2026-03-19T06:55:31.602000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-19","300","","6982177f3fdaea5a39a9f368","Paid","69bb9a127b476d321bf9c058","2026-03-19T06:39:14.733000","2026-03-19T06:39:31.739000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-18","500","","6969e4eb259e96d9bc1a0670","Credit","69bb0ba0b717ad68b3b03b27","2026-03-18T20:31:28.035000","2026-03-18T20:31:28.035000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-18","600","","69653a79bb6773d1e4f3b780","Credit","69bb0b79040280748db0db2d","2026-03-18T20:30:49.833000","2026-03-18T20:30:49.833000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-18","600","","6964ea88c5cec6bced835ed8","Credit","69bb0b69ce71aee2d01963ed","2026-03-18T20:30:33.782000","2026-03-18T20:30:33.782000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-18","250","","6965390936cc7a59e4364cad","Credit","69bb0b59ffe4067049df46fa","2026-03-18T20:30:17.389000","2026-03-18T20:30:17.389000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-18","300","","696a9157264df4be2f69800a","Credit","69bad2b8078642cbece1f8ce","2026-03-18T16:28:40.237000","2026-03-18T16:28:40.237000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-18","300","","6965397e8088ff6792fdbdc3","Credit","69bad2844031aae45018fec0","2026-03-18T16:27:48.906000","2026-03-18T16:27:48.906000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-18","250","","69669f4f67cfe5c4f04b6027","Credit","69bad20d3aed8ff9268e885f","2026-03-18T16:25:49.728000","2026-03-18T16:25:49.728000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-18","100","","696538f51b66d6f4c1d445a4","Credit","69bad1f952f0ac3c88b18ca3","2026-03-18T16:25:29.570000","2026-03-18T16:25:29.570000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-18","250","","696694c7de5dc6a8e2bea9b7","Credit","69bad1cc45e60bb39fd8455a","2026-03-18T16:24:44.945000","2026-03-18T16:24:44.945000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-18","600","","696a5d3460b5e87b872664b9","Credit","69bad1b06d7bb44e5ef2cb9c","2026-03-18T16:24:16.969000","2026-03-18T16:24:16.969000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-18","250","","698390891b58ca34a5c3232c","Credit","69bad1871bc54b50c78ebf47","2026-03-18T16:23:35.420000","2026-03-18T16:23:35.420000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-11","200","","6966197fe62fa243e4c6f60f","Credit","69ba9e1a261039237a3c453d","2026-03-18T12:44:10.102000","2026-03-18T12:44:10.102000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-18","400","","696a91f2533567d921543dc3","Credit","69ba9c6d0de1af19e4df7c77","2026-03-18T12:37:01.420000","2026-03-18T12:37:01.420000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-18","300","","69788a1ad9261d46bcd21a52","Paid","69ba9ac1392b2cad1f6e0c72","2026-03-18T12:29:53.814000","2026-03-18T12:29:53.814000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-18","300","","6965394a50fe75f11fee8e70","Credit","69ba98499117743b8d0af70a","2026-03-18T12:19:21.990000","2026-03-18T12:19:21.990000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-18","250","","696a5c8436ef05fabd8d8706","Paid","69ba9781d6ee6b0c423e0a02","2026-03-18T12:16:01.236000","2026-03-18T12:16:01.236000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-17","300","","69653a3ae75a9d902528c7ca","Credit","69b9a6174d1dc2de2f54cd96","2026-03-17T19:05:59.258000","2026-03-17T19:05:59.258000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-17","600","","696a4e4032cc4a7ec8b4027f","Paid","69b9a6099c51b813c256d79a","2026-03-17T19:05:45.035000","2026-03-17T19:05:45.035000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-17","250","","696538dd1fab06ead95ee8cc","Credit","69b9a5e88c947ac772952e54","2026-03-17T19:05:12.209000","2026-03-17T19:05:12.209000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-17","300","","69653af1d8b8e52748e230b3","Paid","69b9a5cf5a07b8040c13f96e","2026-03-17T19:04:47.020000","2026-03-19T09:19:47.595000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-17","300","","696c9344b9f6d758c8e67d9d","Paid","69b99684715d6b08176ac7f0","2026-03-17T17:59:32.033000","2026-03-19T09:20:19.183000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-17","250","","696a4df8f4cef6cc059ac4b6","Credit","69b9966f421004bc917279c8","2026-03-17T17:59:11.266000","2026-03-17T17:59:11.266000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-17","250","","6964eabdce6697bda38742f9","Credit","69b90a28d5b6982a257071fc","2026-03-17T08:00:40.899000","2026-03-17T08:00:40.899000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-16","300","","696a6c317b32ed59b6fd4339","Credit","69b862296cdf349a25324b3b","2026-03-16T20:03:53.318000","2026-03-16T20:03:53.318000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-16","300","","696537806adc38d0488e4c74","Credit","69b8621d2a44d3e6a63280c5","2026-03-16T20:03:41.039000","2026-03-16T20:03:41.039000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-16","300","","696a54fb1e4e948448c1bfdb","Credit","69b86209ac3b2a5e009170bf","2026-03-16T20:03:21.921000","2026-03-16T20:03:21.921000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-16","250","","696a4a51f00737ee5bcc0386","Credit","69b861fb594a8221903b79ba","2026-03-16T20:03:07.327000","2026-03-16T20:03:07.327000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-16","300","","696a55de264df4be2f6961d4","Credit","69b861e984f4654fb1a67f0d","2026-03-16T20:02:49.038000","2026-03-16T20:02:49.038000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-16","250","","69662184befb41b217fbc0b1","Credit","69b861d44882121f7a9a3c70","2026-03-16T20:02:28.047000","2026-03-16T20:02:28.047000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-16","500","","6969e4eb259e96d9bc1a0670","Paid","69b861c3d1f975badeba765b","2026-03-16T20:02:11.717000","2026-03-16T20:02:11.717000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-16","300","","69661a0b6d3eeef46bacc239","Paid","69b861b518d7c4b7c32b7459","2026-03-16T20:01:57.675000","2026-03-19T09:43:55.171000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-16","250","","696a922dbc48d5a3eaea12c5","Credit","69b861a88e38908e0f9507cc","2026-03-16T20:01:44.288000","2026-03-16T20:01:44.288000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-16","300","","696c9d2da177f13bfbb8930b","Paid","69b8618fa6f0a9dafb4f6deb","2026-03-16T20:01:19.891000","2026-03-16T20:01:19.891000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-16","300","","69653c6d679a11dae94461f8","Paid","69b8617b9ce56828f0626360","2026-03-16T20:00:59.988000","2026-03-19T09:35:31.320000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-16","300","","6969e485a2580a78a8649782","Credit","69b8616db07c5cfec9de277c","2026-03-16T20:00:45.340000","2026-03-16T20:00:45.340000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-16","200","","696a4f4a79e54d319f347f9b","Credit","69b8615f2592158652f340b0","2026-03-16T20:00:31.552000","2026-03-16T20:00:31.552000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-16","250","","6964f42ec45f394bfa406f44","Credit","69b8615102f1ff2701e7a45a","2026-03-16T20:00:17.377000","2026-03-16T20:00:17.377000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-16","500","","69653798353345982031e9f3","Credit","69b8613ab3a60e59c9597c75","2026-03-16T19:59:54.896000","2026-03-16T19:59:54.896000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-16","250","","696a63f7cf59b4c8926c016e","Paid","69b86126cdbf1b01f900b02c","2026-03-16T19:59:34.810000","2026-03-16T19:59:34.810000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-16","300","","696e5ceace9547665f394c8c","Paid","69b860efe0c5efa20e8a456b","2026-03-16T19:58:39.239000","2026-03-16T19:58:39.239000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-16","300","","696a59b65a5b69bf71e28b03","Credit","69b826d2cfced0c45ce636fe","2026-03-16T15:50:42.945000","2026-03-16T15:50:42.945000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-16","250","","696a922dbc48d5a3eaea12c5","Credit","69b824dcd0e919837e62eb6e","2026-03-16T15:42:20.714000","2026-03-16T15:42:20.714000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-14","300","","696539b8f143a694ee081a67","Paid","69b79cee84105be722a9a7d6","2026-03-16T06:02:22.199000","2026-03-16T06:02:22.199000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-14","300","","696537cd8e51d855eca96844","Credit","69b79cd0f941c92b4064fc2d","2026-03-16T06:01:52.975000","2026-03-16T06:01:52.975000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-16","300","","696a5249c70ecdeb66918407","Credit","69b79cb3809c29cf02519376","2026-03-16T06:01:23.471000","2026-03-16T06:01:23.471000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-16","300","","69653b1f0c330b252a81bf50","Credit","69b79ca5eabfbb0b1d0158cd","2026-03-16T06:01:09.958000","2026-03-16T06:01:09.958000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-14","500","","69653a3ae75a9d902528c7ca","Credit","69b79c867a0efe8876759b0c","2026-03-16T06:00:38.338000","2026-03-16T06:00:47.562000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-14","250","","696a52ac7bda66b620ca0345","Paid","69b79c664eaa801e393fe50b","2026-03-16T06:00:06.420000","2026-03-16T06:00:06.420000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-14","250","","6964f1f40622a7ce6ee013b8","Paid","69b79c47c9e707ab671cdf40","2026-03-16T05:59:35.150000","2026-03-16T05:59:35.150000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-14","300","","6965382116db412a7823aa85","Paid","69b79c2e943f12a3bc1b8d9d","2026-03-16T05:59:10.952000","2026-03-16T05:59:10.952000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-14","900","","696624c492995e7f77d7e6b1","Credit","69b79c19d87da9e6f62a3fee","2026-03-16T05:58:49.220000","2026-03-16T05:58:49.220000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-16","300","","698492341e401ce08535a8b9","Paid","69b79c010b25ed4bb14928af","2026-03-16T05:58:25.155000","2026-03-19T09:40:45.839000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-14","300","","696a5249c70ecdeb66918407","Credit","69b52d8d2dcbfbef6687f7f8","2026-03-14T09:42:37.162000","2026-03-14T09:42:37.162000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-14","760","","69653d19d8b400b4746bcbcd","Credit","69b52a8b72928fb045d322eb","2026-03-14T09:29:47.331000","2026-03-14T09:29:47.331000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-13","300","","6972002ccefad77e61f2eb18","Credit","69b475c55915405ac207a591","2026-03-13T20:38:29.591000","2026-03-13T20:38:29.591000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-13","200","","6969e71ca3bf979f417bbe09","Paid","69b475b943039bf2cc8dd053","2026-03-13T20:38:17.044000","2026-03-19T09:41:45.280000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-13","250","","69661aec16e3193db9e41a44","Credit","69b475a94e6934e74b323ac8","2026-03-13T20:38:01.662000","2026-03-13T20:38:01.662000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-13","300","","6964cbbdac1725ad13815096","Credit","69b47599a1e126e033676cdf","2026-03-13T20:37:45.287000","2026-03-13T20:37:45.287000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-13","600","","696a4e4032cc4a7ec8b4027f","Paid","69b4758ce3f80615a1aec8a4","2026-03-13T20:37:32.474000","2026-03-13T20:37:32.474000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-13","600","","6964ea88c5cec6bced835ed8","Credit","69b47579e927686f64b2e835","2026-03-13T20:37:13.239000","2026-03-13T20:37:13.239000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-13","600","","69653a79bb6773d1e4f3b780","Credit","69b4756ae7c0bc87eccf7190","2026-03-13T20:36:58.196000","2026-03-13T20:36:58.196000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-13","150","","697a011c353b5d6e2a59ac5f","Credit","69b4755861745f06b87d4fce","2026-03-13T20:36:40.547000","2026-03-13T20:36:40.547000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-13","600","","69b4752dcb1d81093f9472cf","Paid","69b475324e097ca904dd73b7","2026-03-13T20:36:02.545000","2026-03-19T09:21:40.507000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-13","250","","6969e7a756fafb50a2f212f0","Paid","69b475118eb92f2678b14177","2026-03-13T20:35:29.399000","2026-03-18T12:47:22.754000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-13","250","","696b29f9e884e0478e302def","Credit","69b4750005414ddd181d545a","2026-03-13T20:35:12.585000","2026-03-13T20:35:12.585000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-13","300","","6965397e8088ff6792fdbdc3","Credit","69b474ebd6e533d069cfb539","2026-03-13T20:34:51.808000","2026-03-13T20:34:51.808000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-13","200","","696c8248c0fdf24d86278948","Credit","69b474df9ccccfd1df903302","2026-03-13T20:34:39.357000","2026-03-13T20:34:39.357000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-13","300","","696538c6f194ea02ab37341a","Credit","69b474d1ed5e8ddea022be71","2026-03-13T20:34:25.444000","2026-03-13T20:34:25.444000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-13","1200","","696692f5498aa1042374371d","Paid","69b474c4b49a70c50b3aac7d","2026-03-13T20:34:12.051000","2026-03-13T20:34:12.051000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-13","1050","","69838ffeb1712258a8687b2f","Paid","69b474ad394903ffbc0cd694","2026-03-13T20:33:49.764000","2026-03-13T20:33:49.764000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-13","250","","696537fa7ce3cf14d0dd6b30","Credit","69b4748dff1ab9c7bf972079","2026-03-13T20:33:17.983000","2026-03-13T20:33:17.983000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-13","300","","696a6285cea8141fd8720719","Credit","69b4747ad2e4bcf2fee74144","2026-03-13T20:32:58.073000","2026-03-13T20:32:58.073000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-13","300","","696a5842b1f287704c12459f","Credit","69b4744b6fa602978f2b87b2","2026-03-13T20:32:11.586000","2026-03-13T20:32:11.586000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-12","250","","69662425237db7344798fa1c","Credit","69b30c9ec8d96cb997f93cc1","2026-03-12T18:57:34.401000","2026-03-12T18:57:34.401000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
